student_id,name,institution,attendance_rate,assignment_submission_rate,lms_login_frequency,avg_session_time,grades,engagement_score,attendance_submission_ratio,attendance_lms_interaction,dropout_risk
KOL-2026528,Vamakshi Memon,Jadavpur University,67.87,53.35,0.7,50.2,33.66,43.18,1.25,46.83,1
KOL-2026529,Chaman Gara,University of Calcutta,47.95,43.93,0.0,22.5,79.51,31.96,1.07,0.0,1
KOL-2026530,Mitali Pal,Presidency University,91.53,79.62,0.1,26.7,44.4,59.6,1.14,12.55,1
KOL-2026531,Meera Sachar,St. Xavier's College,43.67,90.02,7.1,80.7,51.81,64.38,0.48,311.17,0
KOL-2026532,Bhavini Raju,St. Xavier's College,100.0,47.71,0.0,2.0,74.25,49.08,2.05,0.0,0
KOL-2026533,Vinaya Bhatt,University of Calcutta,61.81,77.24,4.6,45.6,64.45,59.4,0.79,287.3,0
KOL-2026534,Anika Srinivasan,Jadavpur University,49.05,46.04,1.3,55.8,78.01,35.91,1.04,63.55,1
KOL-2026535,Aditya Dey,University of Calcutta,96.04,32.01,9.8,73.1,74.71,62.69,2.91,944.55,0
KOL-2026536,Triya Kaur,St. Xavier's College,33.55,50.32,1.4,53.0,39.0,33.25,0.65,47.86,0
KOL-2026537,Yash Chandran,Jadavpur University,100.0,84.47,5.0,10.3,43.06,74.49,1.17,499.31,0
KOL-2026538,Rishi Sehgal,Jadavpur University,87.15,63.91,2.5,2.0,38.58,57.14,1.34,221.12,0
KOL-2026539,Chavvi Nath,St. Xavier's College,41.83,70.31,7.5,3.6,63.69,56.8,0.59,314.81,0
KOL-2026540,Onveer Dubey,Presidency University,70.27,100.0,0.0,61.5,56.54,61.08,0.7,0.0,1
KOL-2026541,Sanaya Bakshi,Presidency University,79.71,44.47,4.8,2.0,72.06,51.99,1.75,382.72,0
KOL-2026542,Netra Pingle,University of Calcutta,84.05,94.63,5.3,38.7,42.38,74.39,0.88,444.35,0
KOL-2026543,Kabir Rao,Jadavpur University,96.11,100.0,3.2,36.2,41.91,75.62,0.95,304.34,0
KOL-2026544,Siddharth Biswas,University of Calcutta,84.64,100.0,0.9,25.5,64.63,67.38,0.84,78.36,1
KOL-2026545,Oviya Brar,Jadavpur University,65.26,40.56,7.1,53.0,41.67,50.98,1.57,462.33,0
KOL-2026546,Ladli Rama,St. Xavier's College,95.74,68.76,4.3,48.9,42.77,65.4,1.37,409.65,0
KOL-2026547,Ethan Mitra,Jadavpur University,22.65,89.54,0.0,72.6,53.4,42.61,0.25,0.0,1
KOL-2026548,Charan Ramaswamy,Jadavpur University,56.19,56.93,9.0,2.0,85.54,58.84,0.97,503.73,0
KOL-2026549,Nilima Sarma,St. Xavier's College,43.45,34.89,9.9,11.4,36.93,48.13,1.21,428.69,0
KOL-2026550,Tanish Mall,Presidency University,77.45,38.74,4.8,9.4,82.02,48.93,1.95,368.51,0
KOL-2026551,Bhavani Anand,St. Xavier's College,81.7,75.13,10.2,35.0,36.36,76.34,1.07,830.45,0
KOL-2026552,Farhan Morar,Jadavpur University,100.0,36.59,2.7,45.4,58.92,50.5,2.66,273.49,0
KOL-2026553,Tristan Gour,St. Xavier's College,94.68,100.0,4.7,12.4,29.02,78.45,0.94,443.72,0
KOL-2026554,Arjun Mukherjee,Jadavpur University,94.29,78.3,4.0,20.3,38.16,68.16,1.19,376.35,0
KOL-2026555,Dalaja Hora,Presidency University,90.1,21.72,9.6,49.4,87.99,56.21,3.97,861.78,1
KOL-2026556,Oscar Srinivas,Presidency University,39.95,60.83,5.8,79.9,74.12,48.66,0.65,230.11,0
KOL-2026557,Triya Raju,Jadavpur University,47.42,99.44,0.6,75.7,54.31,55.34,0.47,29.57,1
KOL-2026558,Dhruv Kade,Presidency University,84.94,61.16,2.2,26.5,68.57,54.62,1.37,185.34,0
KOL-2026559,Michael Acharya,St. Xavier's College,56.94,60.36,4.3,2.0,69.16,50.39,0.93,243.4,0
KOL-2026560,Lakshmi Baral,Presidency University,44.63,17.75,0.0,2.0,45.82,20.49,2.38,0.0,1
KOL-2026561,Jason Banik,University of Calcutta,58.43,69.98,5.4,38.3,58.45,57.1,0.82,315.62,0
KOL-2026562,Ijaya Biswas,Presidency University,100.0,100.0,0.0,9.4,54.4,70.0,0.99,0.0,1
KOL-2026563,George Borah,University of Calcutta,81.13,44.61,11.6,64.8,64.25,66.99,1.78,939.31,0
KOL-2026564,Kala Sidhu,St. Xavier's College,94.33,49.21,1.1,37.0,77.23,50.43,1.88,107.84,1
KOL-2026565,Ekansh Sarin,Presidency University,35.31,42.52,3.7,33.1,99.45,35.62,0.81,132.08,1
KOL-2026566,Ucchal Warrior,Presidency University,81.12,100.0,12.0,24.9,69.83,89.94,0.8,969.43,0
KOL-2026567,Simon Wali,Presidency University,74.3,62.23,5.5,2.0,73.64,59.02,1.18,410.58,0
KOL-2026568,Hitesh Palan,St. Xavier's College,65.11,100.0,1.6,24.9,99.83,63.04,0.64,106.63,0
KOL-2026569,Arya Kota,St. Xavier's College,57.9,60.88,6.9,40.2,34.15,56.6,0.94,401.96,0
KOL-2026570,Nihal Palan,University of Calcutta,56.64,62.84,5.5,45.5,24.48,53.89,0.89,310.97,0
KOL-2026571,Triya Butala,Jadavpur University,75.56,100.0,5.6,62.5,69.33,74.57,0.75,419.69,0
KOL-2026572,Raghav Chaudhari,St. Xavier's College,81.49,62.26,12.0,57.2,71.47,74.96,1.29,974.09,0
KOL-2026573,Nitara Baria,Presidency University,41.66,73.2,4.5,19.6,62.82,51.44,0.56,187.85,0
KOL-2026574,Urmi Goswami,University of Calcutta,85.3,33.05,3.6,14.9,52.25,46.55,2.5,307.9,0
KOL-2026575,Raksha Choudhary,Presidency University,59.49,29.86,3.6,21.0,1.41,37.4,1.93,211.39,0
KOL-2026576,Baljiwan Sankar,Presidency University,93.95,54.46,4.1,5.7,93.91,58.68,1.69,382.0,0
KOL-2026577,Jeet Natarajan,St. Xavier's College,73.45,93.66,4.6,2.0,51.76,69.38,0.78,338.85,0
KOL-2026578,Bachittar Bala,Jadavpur University,60.0,58.88,3.7,33.0,61.05,49.44,1.0,220.81,0
KOL-2026579,Ronith Varughese,Presidency University,54.23,29.03,7.4,2.0,83.07,43.79,1.81,402.48,0
KOL-2026580,Yashica Pingle,St. Xavier's College,63.35,0.0,2.7,33.4,39.79,24.87,63.35,173.29,1
KOL-2026581,Yahvi Samra,University of Calcutta,100.0,83.62,0.8,2.0,53.46,65.08,1.18,76.4,1
KOL-2026582,Ekani Mangal,Presidency University,80.92,50.01,5.8,83.4,76.31,56.69,1.59,468.53,0
KOL-2026583,Balhaar Chakrabarti,University of Calcutta,65.97,55.01,8.1,19.3,60.9,59.22,1.18,536.49,0
KOL-2026584,Reva Zachariah,St. Xavier's College,58.96,26.57,5.1,33.5,70.0,39.31,2.14,302.49,0
KOL-2026585,Ronith Borah,St. Xavier's College,96.86,40.45,10.0,2.0,68.7,66.65,2.34,967.82,0
KOL-2026586,Yagnesh Sur,St. Xavier's College,52.5,76.88,8.5,2.0,70.05,64.67,0.67,445.09,0
KOL-2026587,Yauvani Samra,St. Xavier's College,48.76,100.0,2.0,5.7,56.04,58.83,0.48,95.74,1
KOL-2026588,Dayamai Khatri,St. Xavier's College,29.7,35.56,9.2,81.4,57.93,42.94,0.81,274.49,0
KOL-2026589,Matthew Sarma,Jadavpur University,100.0,100.0,6.4,14.7,59.02,83.66,0.99,637.63,0
KOL-2026590,Brinda Sani,University of Calcutta,77.28,100.0,7.1,8.1,87.53,78.35,0.77,546.98,0
KOL-2026591,Sarthak Tella,Jadavpur University,85.12,100.0,0.1,34.1,49.37,65.77,0.84,9.32,0
KOL-2026592,Nidhi Choudhary,University of Calcutta,77.63,100.0,0.0,34.2,72.81,63.29,0.77,0.0,1
KOL-2026593,Ayushman Dani,Presidency University,67.51,28.62,4.8,16.1,16.2,42.02,2.28,325.05,0
KOL-2026594,Ronith Balan,Presidency University,91.08,66.45,4.8,61.9,64.49,64.19,1.35,437.37,0
KOL-2026595,Ikbal Jani,University of Calcutta,63.46,100.0,5.1,39.9,34.6,70.01,0.63,325.07,0
KOL-2026596,Kamya Uppal,Presidency University,51.7,47.13,1.1,8.3,100.0,36.82,1.07,59.25,1
KOL-2026597,Raghav Viswanathan,Presidency University,100.0,30.76,4.2,2.7,46.09,51.41,3.15,424.94,0
KOL-2026598,Jack Varghese,Presidency University,97.27,53.91,7.7,50.1,100.0,67.33,1.77,752.81,0
KOL-2026599,Sudiksha Rao,Jadavpur University,97.7,97.1,0.6,60.2,66.72,69.42,1.0,57.95,1
KOL-2026600,Gopal Wason,Jadavpur University,51.87,44.86,11.2,35.0,75.64,57.45,1.13,579.65,0
KOL-2026601,Oliver Tak,St. Xavier's College,52.84,95.3,0.0,24.6,60.68,53.97,0.55,0.0,1
KOL-2026602,Mason Bedi,University of Calcutta,66.06,76.08,6.4,53.4,40.28,64.02,0.86,424.43,0
KOL-2026603,Aishani Cherian,Presidency University,96.28,90.05,0.0,43.8,20.44,64.91,1.06,0.0,1
KOL-2026604,Girik Rege,University of Calcutta,100.0,38.46,1.1,54.1,29.14,47.7,2.53,107.99,1
KOL-2026605,Arjun Sama,St. Xavier's College,83.12,47.24,3.2,53.6,68.43,50.63,1.72,263.84,0
KOL-2026606,Reva Srivastava,St. Xavier's College,62.54,75.36,3.6,46.4,50.06,56.55,0.82,223.07,0
KOL-2026607,Anita Rajagopalan,Presidency University,48.22,64.02,1.2,7.1,65.17,42.56,0.74,56.01,1
KOL-2026608,Sudiksha Viswanathan,St. Xavier's College,87.22,52.93,5.4,48.8,68.9,58.97,1.62,473.46,0
KOL-2026609,Ojas Khare,Presidency University,73.29,75.2,4.0,2.0,63.21,60.69,0.96,294.99,0
KOL-2026610,Ira More,St. Xavier's College,62.08,44.61,5.3,42.8,83.85,47.84,1.36,329.44,0
KOL-2026611,Fiyaz Handa,St. Xavier's College,86.09,81.53,3.5,43.5,80.59,65.95,1.04,301.53,0
KOL-2026612,Ekavir Murty,Presidency University,44.85,87.96,3.8,36.8,61.46,56.73,0.5,169.26,0
KOL-2026613,Rachita Ramesh,St. Xavier's College,96.22,62.66,0.1,25.2,63.57,54.1,1.51,7.85,1
KOL-2026614,Manan Varghese,St. Xavier's College,83.27,41.19,12.7,41.6,85.51,68.66,1.97,1057.35,0
KOL-2026615,Watika Toor,St. Xavier's College,81.73,88.51,8.3,61.4,77.44,77.63,0.91,675.42,0
KOL-2026616,Ayushman Cherian,University of Calcutta,57.42,74.31,7.3,29.4,81.3,62.52,0.76,417.22,0
KOL-2026617,Aarush Hora,Jadavpur University,49.84,41.57,3.5,42.7,49.51,39.1,1.17,174.88,0
KOL-2026618,Jairaj Warrior,University of Calcutta,79.33,66.1,0.0,2.1,65.62,50.24,1.18,0.0,0
KOL-2026619,Tejas Dora,St. Xavier's College,92.28,60.57,14.0,92.7,56.37,81.91,1.5,1291.89,0
KOL-2026620,Zashil Ramaswamy,Jadavpur University,91.9,100.0,0.0,2.0,47.56,67.57,0.91,0.0,1
KOL-2026621,Nikita Cherian,University of Calcutta,80.93,94.95,0.0,2.0,77.16,62.26,0.84,0.0,1
KOL-2026622,Avi Soman,University of Calcutta,25.59,69.06,6.8,31.9,50.84,49.82,0.37,173.42,0
KOL-2026623,Ubika Garde,University of Calcutta,61.85,27.25,1.5,48.0,66.43,32.67,2.19,92.69,0
KOL-2026624,Meghana Deshmukh,Presidency University,48.11,59.92,0.0,39.5,88.58,38.4,0.79,0.0,1
KOL-2026625,Sneha Parmer,St. Xavier's College,57.11,74.21,8.4,23.8,46.15,64.79,0.76,478.86,0
KOL-2026626,Naksh Kota,St. Xavier's College,72.28,100.0,5.0,34.4,66.44,72.33,0.72,359.26,0
KOL-2026627,Yatan Subramanian,Jadavpur University,52.11,88.05,4.8,35.4,40.49,61.12,0.59,249.63,0
KOL-2026628,Maanas Banik,University of Calcutta,84.62,49.52,7.5,22.6,44.36,61.28,1.68,635.22,0
KOL-2026629,Lopa Krishna,St. Xavier's College,31.04,78.2,0.0,4.3,18.49,40.59,0.39,0.0,1
KOL-2026630,Advik Issac,University of Calcutta,66.69,55.85,0.4,5.7,69.29,43.1,1.17,23.41,1
KOL-2026631,Dakshesh Char,St. Xavier's College,76.96,40.21,4.6,67.6,71.72,49.1,1.87,356.61,0
KOL-2026632,Samaksh Dass,University of Calcutta,75.66,58.26,4.0,26.9,56.71,54.63,1.28,304.72,0
KOL-2026633,Aishani Lanka,St. Xavier's College,48.15,36.56,0.0,2.0,35.65,29.07,1.28,0.0,1
KOL-2026634,Prisha Sharma,Jadavpur University,50.36,79.38,4.1,2.0,73.1,55.69,0.63,207.55,0
KOL-2026635,Falak Deo,University of Calcutta,48.14,76.77,1.0,37.4,34.71,47.29,0.62,48.24,1
KOL-2026636,Zayyan Rana,St. Xavier's College,61.58,61.54,2.6,5.4,52.0,48.68,0.98,160.6,0
KOL-2026637,Riya Sachdeva,Jadavpur University,69.01,70.11,1.7,64.3,36.48,52.29,0.97,114.19,0
KOL-2026638,Naksh Chowdhury,Jadavpur University,96.0,78.47,3.3,21.8,80.72,67.24,1.21,315.96,0
KOL-2026639,Shivansh Dhawan,St. Xavier's College,48.66,53.87,8.3,44.5,40.64,54.0,0.89,405.4,0
KOL-2026640,Onkar Bali,University of Calcutta,56.48,45.13,7.4,2.0,92.18,50.91,1.22,419.46,0
KOL-2026641,Gaurangi Das,Presidency University,94.0,52.04,3.5,2.0,49.51,56.46,1.77,326.67,0
KOL-2026642,Mugdha Mahal,Jadavpur University,98.51,34.0,2.7,31.2,32.08,48.98,2.81,268.03,0
KOL-2026643,Deepa Basak,Jadavpur University,54.07,59.53,2.4,15.3,59.86,45.22,0.89,130.76,1
KOL-2026644,Jack Merchant,St. Xavier's College,61.82,44.6,5.1,76.3,62.8,47.35,1.36,316.41,0
KOL-2026645,Pavani Parikh,Presidency University,39.42,69.42,0.2,2.0,45.21,39.93,0.56,6.28,1
KOL-2026646,Chandani Sanghvi,Presidency University,90.9,71.8,0.0,30.1,66.03,55.99,1.25,0.0,1
KOL-2026647,Aayush Buch,Presidency University,29.44,40.07,3.8,48.4,16.08,32.95,0.72,111.14,0
KOL-2026648,Jeremiah Loyal,St. Xavier's College,73.15,88.79,6.4,49.6,44.0,71.23,0.81,469.97,0
KOL-2026649,Amruta Khalsa,University of Calcutta,61.35,93.05,8.9,52.8,68.59,74.65,0.65,544.63,0
KOL-2026650,Ekta Taneja,Jadavpur University,57.77,61.36,9.8,11.4,92.3,62.96,0.93,568.51,0
KOL-2026651,Jagat Nanda,St. Xavier's College,99.16,25.61,6.1,16.6,31.69,52.96,3.73,599.98,1
KOL-2026652,Kevin Sidhu,Presidency University,92.21,41.34,0.0,32.7,58.25,44.2,2.18,0.0,1
KOL-2026653,Charvi Pillai,Jadavpur University,90.89,63.34,10.5,40.6,53.07,75.09,1.41,953.83,0
KOL-2026654,Nihal Nazareth,Jadavpur University,64.22,55.58,7.4,46.6,36.41,57.27,1.14,472.74,0
KOL-2026655,Utkarsh Sengupta,Presidency University,84.77,100.0,7.1,54.0,61.2,80.66,0.84,602.42,0
KOL-2026656,Tanmayi Ramachandran,Presidency University,97.49,27.68,2.8,15.7,67.58,46.27,3.4,270.72,1
KOL-2026657,Gaurika Grewal,Jadavpur University,56.87,0.0,2.6,57.8,70.75,22.54,56.87,145.42,1
KOL-2026658,Niharika Deo,Jadavpur University,63.84,29.19,5.8,14.1,100.0,43.26,2.11,370.5,0
KOL-2026659,Urvashi Tailor,University of Calcutta,57.23,47.88,3.7,29.0,82.34,44.19,1.17,210.29,0
KOL-2026660,Eesha Aggarwal,University of Calcutta,53.9,100.0,4.2,54.2,47.84,65.11,0.53,224.92,0
KOL-2026661,Ekansh Narayanan,St. Xavier's College,76.84,12.09,11.1,67.3,52.06,51.58,5.87,849.4,1
KOL-2026662,Dominic Nair,Jadavpur University,77.65,67.43,5.2,39.8,70.12,61.5,1.13,407.24,0
KOL-2026663,Orinder Krishnamurthy,University of Calcutta,82.5,35.61,8.8,76.0,100.0,57.78,2.25,723.42,0
KOL-2026664,Anthony Sant,Jadavpur University,75.34,6.7,5.9,21.3,98.47,38.0,9.78,447.24,1
KOL-2026665,Pratyush Mannan,Presidency University,32.84,51.8,0.0,53.8,18.7,30.57,0.62,0.0,1
KOL-2026666,Umang Jain,University of Calcutta,24.29,56.03,9.8,44.0,42.73,50.6,0.43,236.85,0
KOL-2026667,Gaurika Prashad,Presidency University,70.4,78.23,0.0,49.8,5.91,52.41,0.89,0.0,1
KOL-2026668,Udant Trivedi,Presidency University,59.26,82.73,4.1,2.0,40.3,59.61,0.71,241.73,0
KOL-2026669,Idika Sandal,Presidency University,68.26,48.78,2.3,52.4,49.65,44.96,1.37,158.17,0
KOL-2026670,Zinal Rege,St. Xavier's College,100.0,25.14,0.0,54.6,46.43,40.05,3.83,0.0,1
KOL-2026671,Zaid Singh,Presidency University,52.81,57.73,9.6,55.1,77.24,59.5,0.9,506.75,0
KOL-2026672,Indali Kaul,St. Xavier's College,44.67,0.0,1.2,58.9,70.34,15.9,44.67,52.14,1
KOL-2026673,Aashi Kala,Jadavpur University,69.51,45.71,4.7,54.1,27.68,49.24,1.49,327.85,0
KOL-2026674,Yash Mistry,Jadavpur University,90.51,53.38,6.5,105.4,57.91,62.33,1.66,584.03,0
KOL-2026675,Faras Khatri,University of Calcutta,53.76,70.08,5.6,39.9,39.61,56.18,0.76,301.66,0
KOL-2026676,Vansha Gupta,University of Calcutta,100.0,77.56,7.4,29.1,75.0,76.81,1.27,736.7,0
KOL-2026677,Farhan Mishra,St. Xavier's College,49.08,73.92,0.5,19.2,63.79,45.43,0.66,25.97,1
KOL-2026678,Brinda Modi,Jadavpur University,43.84,94.51,6.0,17.4,29.25,63.82,0.46,263.11,0
KOL-2026679,Ishani Jaggi,University of Calcutta,60.19,68.17,2.7,2.0,52.23,51.17,0.87,164.26,0
KOL-2026680,Faqid Patil,University of Calcutta,83.94,45.45,9.9,2.0,86.22,64.52,1.81,828.94,0
KOL-2026681,Wyatt Som,University of Calcutta,88.91,67.23,8.0,25.3,38.03,70.69,1.3,710.26,0
KOL-2026682,Dalaja Munshi,Jadavpur University,67.5,71.2,8.3,9.2,71.91,66.56,0.93,561.74,0
KOL-2026683,Indrajit Maharaj,University of Calcutta,67.09,67.02,0.0,15.5,87.02,46.94,0.99,0.0,1
KOL-2026684,Yauvani Dugal,Jadavpur University,68.62,71.81,3.0,68.9,55.99,55.67,0.94,203.82,0
KOL-2026685,Victor Khanna,Presidency University,95.21,43.23,9.5,2.0,92.59,66.12,2.15,900.31,0
KOL-2026686,Hemang Ramachandran,Presidency University,64.66,12.08,2.4,9.0,47.85,29.39,4.94,155.72,1
KOL-2026687,Lavanya Talwar,Presidency University,91.07,70.81,5.1,7.6,42.38,66.53,1.27,462.36,0
KOL-2026688,Alka Bhatt,St. Xavier's College,53.83,100.0,3.1,35.1,81.41,62.9,0.53,169.51,0
KOL-2026689,Samuel Bandi,Jadavpur University,67.56,54.13,3.8,43.4,77.83,50.07,1.23,257.03,0
KOL-2026690,Bhavini Mohan,University of Calcutta,83.62,100.0,5.3,42.8,29.62,76.52,0.83,446.05,0
KOL-2026691,Bhanumati Sheth,St. Xavier's College,78.54,62.34,2.2,41.1,58.79,53.21,1.24,172.66,0
KOL-2026692,Harish Bahl,St. Xavier's College,71.89,44.09,7.5,29.6,70.53,55.2,1.59,536.73,0
KOL-2026693,Gautami Sen,Presidency University,55.7,67.36,4.0,47.0,54.63,52.32,0.81,225.32,0
KOL-2026694,Samar Sangha,Jadavpur University,60.48,87.23,3.0,28.8,79.73,59.38,0.69,178.97,0
KOL-2026695,Gaurika Sastry,University of Calcutta,36.06,60.5,2.3,10.8,56.49,39.96,0.59,83.13,1
KOL-2026696,Saksham Barad,St. Xavier's College,69.8,73.6,10.3,26.4,65.57,72.55,0.94,722.17,0
KOL-2026697,Upma Bhat,University of Calcutta,51.38,48.62,2.3,44.0,100.0,39.84,1.04,119.43,1
KOL-2026698,Rajeshri Batta,Presidency University,60.83,63.23,5.4,41.6,85.68,55.08,0.95,327.61,0
KOL-2026699,Oeshi Hari,Jadavpur University,17.49,51.12,7.8,2.0,0.0,42.49,0.34,137.11,0
KOL-2026700,Watika Singhal,University of Calcutta,75.36,34.47,0.6,10.8,62.21,37.58,2.12,41.49,1
KOL-2026701,Lipika Maharaj,University of Calcutta,80.87,0.0,1.0,6.8,54.87,26.41,80.87,80.95,1
KOL-2026702,Laksh Bhatti,St. Xavier's College,87.55,12.94,4.2,49.0,97.13,40.35,6.28,364.15,1
KOL-2026703,Adweta Din,University of Calcutta,77.14,14.49,0.0,56.1,59.89,28.94,4.98,0.0,1
KOL-2026704,Utkarsh Pal,Jadavpur University,39.79,79.56,10.5,45.5,65.53,66.35,0.49,419.37,0
KOL-2026705,Lopa Borra,Jadavpur University,35.44,100.0,1.9,47.6,28.74,54.62,0.35,65.99,1
KOL-2026706,Om Ahuja,University of Calcutta,100.0,55.28,9.1,33.0,23.16,71.58,1.78,908.65,0
KOL-2026707,Mohini Tara,St. Xavier's College,57.02,84.56,4.1,2.0,63.29,59.69,0.67,233.12,0
KOL-2026708,Barkha Bala,St. Xavier's College,80.85,63.39,7.8,40.3,64.19,66.25,1.26,627.66,0
KOL-2026709,Christopher Oommen,Presidency University,75.14,93.99,1.1,70.6,58.17,62.44,0.79,80.69,1
KOL-2026710,Eshana Dewan,Jadavpur University,91.95,56.97,6.7,27.7,58.8,64.64,1.59,612.22,0
KOL-2026711,Chakrika Savant,Presidency University,76.4,9.13,0.1,58.2,57.36,26.73,7.55,5.78,1
KOL-2026712,Hritik Char,St. Xavier's College,40.11,34.77,0.0,32.5,48.03,25.94,1.12,0.0,1
KOL-2026713,Ria Issac,Presidency University,68.5,75.19,11.3,2.0,83.19,74.9,0.9,775.86,0
KOL-2026714,Udarsh Varty,St. Xavier's College,52.86,70.69,2.4,39.6,90.18,49.27,0.74,126.77,1
KOL-2026715,Yahvi Sachdeva,Presidency University,81.19,52.95,0.0,29.8,84.13,45.54,1.5,0.0,0
KOL-2026716,Ridhi Bath,Presidency University,46.79,68.54,0.6,15.2,51.53,42.64,0.67,25.91,1
KOL-2026717,Chanchal Ghosh,Jadavpur University,48.57,84.7,0.0,2.0,47.4,48.45,0.57,0.0,1
KOL-2026718,Vansha Palla,Jadavpur University,65.67,51.99,4.2,2.0,69.89,49.4,1.24,272.87,0
KOL-2026719,Ganga Walla,Presidency University,61.0,93.17,0.1,63.2,63.09,55.68,0.65,3.28,1
KOL-2026720,Dev Apte,St. Xavier's College,69.56,62.0,8.3,8.1,44.75,63.39,1.1,575.35,0
KOL-2026721,Zayan Chaudhry,St. Xavier's College,56.9,90.21,9.9,25.0,73.63,74.47,0.62,566.03,0
KOL-2026722,Leena Dave,Jadavpur University,86.6,70.58,5.7,18.9,26.78,66.33,1.21,489.8,0
KOL-2026723,Finn Hegde,Jadavpur University,24.61,56.11,7.3,39.8,98.97,45.46,0.43,179.47,0
KOL-2026724,Chatresh Samra,University of Calcutta,55.61,65.76,3.8,2.0,41.19,51.21,0.83,213.24,0
KOL-2026725,Aadi Sekhon,Jadavpur University,25.2,66.33,3.1,2.0,68.08,40.8,0.37,78.84,0
KOL-2026726,Xavier Shetty,St. Xavier's College,74.99,55.93,6.1,52.0,66.15,57.88,1.32,455.22,0
KOL-2026727,Jatin Dubey,Jadavpur University,76.09,98.47,1.9,87.4,49.49,66.31,0.76,145.46,0
KOL-2026728,Darpan Mammen,University of Calcutta,55.21,71.25,0.0,21.3,38.16,45.06,0.76,0.0,1
KOL-2026729,Sanaya Murty,Presidency University,91.88,83.09,0.0,86.1,65.91,60.8,1.09,0.0,1
KOL-2026730,Upasna Mahal,Presidency University,73.46,69.93,1.7,39.9,47.85,53.58,1.04,122.38,0
KOL-2026731,Aayush Talwar,St. Xavier's College,54.9,24.89,4.5,49.6,70.3,36.09,2.12,247.63,0
KOL-2026732,Hamsini Chanda,University of Calcutta,77.14,50.08,6.9,2.0,41.99,58.04,1.51,535.23,0
KOL-2026733,Jagrati Tiwari,Presidency University,93.76,91.4,5.7,61.8,42.41,76.91,1.01,534.96,0
KOL-2026734,Naveen Krishnamurthy,Presidency University,67.25,88.71,3.6,25.4,70.82,63.37,0.75,241.87,0
KOL-2026735,Hiral Dalal,Jadavpur University,55.3,63.29,0.3,2.0,64.01,42.54,0.86,16.34,1
KOL-2026736,Chavvi Padmanabhan,Presidency University,75.77,10.41,2.8,2.0,87.39,32.83,6.64,210.02,1
KOL-2026737,Ishanvi Sridhar,St. Xavier's College,97.62,91.48,0.8,6.7,67.01,67.7,1.06,82.77,1
KOL-2026738,Tamanna Gole,Presidency University,72.25,51.48,0.0,2.0,64.53,42.27,1.38,0.0,1
KOL-2026739,Vanya Narasimhan,St. Xavier's College,57.83,84.48,8.1,28.2,53.19,68.52,0.68,468.85,0
KOL-2026740,Oeshi Kuruvilla,St. Xavier's College,40.15,71.25,5.9,52.0,21.26,53.25,0.56,238.14,0
KOL-2026741,Arin Bir,Jadavpur University,50.68,67.8,5.7,72.4,50.1,54.5,0.74,287.98,0
KOL-2026742,Ridhi Sule,University of Calcutta,95.29,73.3,8.4,42.2,36.86,75.99,1.28,803.96,0
KOL-2026743,Lakshit Dhaliwal,St. Xavier's College,35.87,83.54,8.2,81.2,76.86,61.66,0.42,292.68,0
KOL-2026744,William Zachariah,Presidency University,57.24,32.62,7.0,45.4,62.15,45.17,1.7,399.26,0
KOL-2026745,Gaurika Sant,Presidency University,77.11,100.0,8.5,48.6,76.92,81.42,0.76,657.94,0
KOL-2026746,Balendra Rao,St. Xavier's College,59.85,86.18,0.0,61.3,36.11,52.43,0.69,0.0,1
KOL-2026747,Daksha Rout,Presidency University,51.41,80.49,3.9,2.0,68.41,55.94,0.63,199.52,0
KOL-2026748,Karan Ganguly,Jadavpur University,89.39,65.04,5.4,11.1,48.21,64.37,1.35,481.25,0
KOL-2026749,Saumya Wali,Presidency University,88.85,100.0,1.2,61.9,16.61,69.19,0.88,105.01,1
KOL-2026750,Jatin Rana,Jadavpur University,48.91,27.13,0.0,45.3,55.72,25.52,1.74,0.0,1
KOL-2026751,Chameli Seshadri,St. Xavier's College,85.19,72.44,6.3,33.3,36.26,68.04,1.16,536.88,0
KOL-2026752,Wazir Kala,St. Xavier's College,57.04,38.8,3.4,12.2,51.65,39.87,1.43,192.64,0
KOL-2026753,Arjun Bhalla,St. Xavier's College,77.66,39.86,2.3,61.9,69.93,44.16,1.9,178.08,0
KOL-2026754,Isaiah Wagle,Jadavpur University,95.96,97.04,0.0,54.1,58.94,67.6,0.98,0.0,1
KOL-2026755,Devansh Narang,Presidency University,73.7,91.47,5.8,13.0,74.85,71.02,0.8,423.97,0
KOL-2026756,Harish Krish,Jadavpur University,74.77,56.51,3.2,54.2,39.2,51.96,1.3,241.79,0
KOL-2026757,Ryan Sami,Presidency University,29.94,48.27,5.3,49.6,57.99,39.63,0.61,158.53,0
KOL-2026758,Keya Kurian,Presidency University,79.03,58.53,8.9,56.0,77.46,66.14,1.33,701.5,0
KOL-2026759,Ojas Sahni,Jadavpur University,68.25,56.59,0.5,44.0,49.25,44.14,1.19,32.79,1
KOL-2026760,Mason Char,University of Calcutta,46.46,100.0,0.9,40.5,75.84,55.79,0.46,40.08,1
KOL-2026761,Yagnesh Sabharwal,St. Xavier's College,88.75,30.58,9.1,35.4,48.07,58.32,2.81,806.1,0
KOL-2026762,Nitesh Bumb,Presidency University,87.8,48.64,1.4,29.5,36.46,48.74,1.77,120.92,0
KOL-2026763,Udyati Shan,Presidency University,57.54,88.29,4.7,10.4,59.88,62.72,0.64,272.34,0
